math_score,sex,education,BSBM16A,BSBM16B,BSBM16C,BSBM16D,BSBM16E,BSBM16F,BSBM16G,BSBM16H,BSBM16I,BSBM17A,BSBM17B,BSBM17C,BSBM17D,BSBM17E,BSBM17F,BSBM17G,BSBM19A,BSBM19B,BSBM19C,BSBM19D,BSBM19E,BSBM19F,BSBM19G,BSBM19H,BSBM19I,BSBM20A,BSBM20B,BSBM20C,BSBM20D,BSBM20E,BSBM20F,BSBM20G,BSBM20H,BSBM20I,interest,teaching,success,importance
515.22428,0,University or Higher,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.6666666666666665,3.0,3.0,3.2222222222222223
477.76664,0,University or Higher,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.5555555555555554,2.7142857142857144,3.5555555555555554,3.888888888888889
513.87991,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.888888888888889,4.0
584.46274,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.3333333333333335,4.0,4.0,3.3333333333333335
534.29745,0,University or Higher,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,2.888888888888889,3.0,3.0,2.7777777777777777
401.90877,0,Don't Know,4.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.888888888888889,3.7142857142857144,2.4444444444444446,3.4444444444444446
507.57997,0,Post-Secondary,4.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.111111111111111,3.7142857142857144,3.5555555555555554,3.5555555555555554
520.79195,0,University or Higher,3.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.888888888888889,3.7142857142857144,3.7777777777777777,3.5555555555555554
487.16521,0,Don't Know,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.4285714285714284,1.6666666666666667,3.4444444444444446
339.99302,0,Don't Know,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.6666666666666667,2.857142857142857,2.0,3.111111111111111
547.27893,0,Post-Secondary,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.7777777777777777,3.0,2.5555555555555554,2.111111111111111
573.22863,0,Don't Know,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5555555555555554,4.0,3.6666666666666665,4.0
480.58222,0,Don't Know,2.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.4444444444444446,2.0,2.4444444444444446,2.888888888888889
456.1624,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.6666666666666665,3.6666666666666665
536.99599,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2222222222222223,4.0,4.0,4.0
558.77951,0,Don't Know,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.0,3.888888888888889,4.0
553.69701,0,Don't Know,4.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.111111111111111,3.5714285714285716,3.5555555555555554,3.5555555555555554
412.29115,0,Secondary or lower,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.6666666666666667,2.857142857142857,1.8888888888888888,2.6666666666666665
480.94501,0,Post-Secondary,1.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.8571428571428572,2.4444444444444446,1.3333333333333333
437.07876,0,Don't Know,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.6666666666666667,2.2857142857142856,2.111111111111111,2.4444444444444446
569.76665,0,Don't Know,4.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2222222222222223,3.7142857142857144,4.0,3.888888888888889
469.09989,0,University or Higher,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.111111111111111,3.2857142857142856,3.4444444444444446,3.888888888888889
511.63769,1,University or Higher,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,1.7777777777777777,2.4285714285714284,2.111111111111111,3.2222222222222223
503.77425,1,University or Higher,3.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.857142857142857,3.0,3.7777777777777777
633.12432,1,University or Higher,4.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.2222222222222223,4.0,3.6666666666666665,3.6666666666666665
465.09495,0,University or Higher,4.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.3333333333333335,3.0,2.111111111111111,4.0
513.26323,1,Don't Know,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.7777777777777777,2.7142857142857144,2.4444444444444446,3.888888888888889
615.24941,1,Don't Know,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.111111111111111,3.142857142857143,3.7777777777777777,3.4444444444444446
508.9955,1,University or Higher,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.111111111111111,2.4285714285714284,1.6666666666666667,3.888888888888889
696.31829,0,University or Higher,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.111111111111111,3.142857142857143,3.2222222222222223,3.6666666666666665
598.9358,0,University or Higher,4.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.111111111111111,3.857142857142857,3.5555555555555554,3.7777777777777777
590.12006,0,University or Higher,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.3333333333333335,2.857142857142857,1.8888888888888888,2.5555555555555554
540.32001,1,University or Higher,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.4444444444444446,3.5714285714285716,3.5555555555555554,3.5555555555555554
572.61696,1,University or Higher,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,3.2857142857142856,1.5555555555555556,3.111111111111111
550.33903,1,University or Higher,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.3333333333333335,2.142857142857143,2.2222222222222223,3.888888888888889
630.87019,1,Post-Secondary,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.5555555555555554,3.0,3.2222222222222223,3.4444444444444446
641.42861,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.3333333333333335,3.5714285714285716,3.3333333333333335,3.888888888888889
632.79382,1,University or Higher,4.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.888888888888889,3.857142857142857,2.7777777777777777,3.888888888888889
574.90227,1,Post-Secondary,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,2.2222222222222223,3.5714285714285716,1.8888888888888888,3.111111111111111
675.65866,0,University or Higher,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.6666666666666665,2.7142857142857144,3.0,3.111111111111111
612.03152,0,University or Higher,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.7777777777777777,4.0,3.7777777777777777,3.6666666666666665
685.44786,0,University or Higher,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,3.0,3.2222222222222223,4.0
646.90308,0,University or Higher,4.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,3.7142857142857144,3.7777777777777777,3.888888888888889
485.52865,1,Don't Know,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.6666666666666667,2.857142857142857,3.2222222222222223,2.6666666666666665
471.56281,1,Don't Know,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.888888888888889,3.857142857142857,3.4444444444444446,3.0
507.61416,1,Don't Know,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.7777777777777777,3.142857142857143,2.888888888888889,3.7777777777777777
379.94085,1,Don't Know,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.6666666666666667,3.142857142857143,2.111111111111111,2.7777777777777777
300.34919,1,Don't Know,2.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,2.5555555555555554,2.857142857142857,2.2222222222222223,2.7777777777777777
500.91792,1,University or Higher,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5555555555555554,3.7142857142857144,3.7777777777777777,4.0
357.85846,1,Don't Know,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.7777777777777777,2.857142857142857,2.0,1.4444444444444444
534.23176,1,University or Higher,3.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.7777777777777777,3.4285714285714284,3.0,4.0
453.85961,1,Don't Know,1.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.4444444444444446,2.5714285714285716,2.2222222222222223,3.3333333333333335
427.76671,1,Don't Know,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.111111111111111,2.7142857142857144,2.6666666666666665,2.888888888888889
460.84927,1,Don't Know,2.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.111111111111111,3.142857142857143,2.2222222222222223,2.111111111111111
412.76395,1,University or Higher,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,1.5555555555555556,2.7142857142857144,2.4444444444444446,3.3333333333333335
301.19503,1,Don't Know,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.3333333333333335,2.5714285714285716,2.4444444444444446,2.6666666666666665
459.33854,1,Don't Know,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.3333333333333335,3.142857142857143,2.4444444444444446,2.2222222222222223
512.32229,1,University or Higher,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.5555555555555554,3.857142857142857,3.5555555555555554,2.4444444444444446
367.97481,1,Don't Know,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,1.6666666666666667,2.0,1.5555555555555556,3.2222222222222223
433.50487,1,Don't Know,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.3333333333333335,3.0,2.3333333333333335,2.888888888888889
286.05496,1,University or Higher,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,1.0,2.6666666666666665,1.0
433.0167,1,University or Higher,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5555555555555556,1.0,2.4444444444444446,1.0
422.98865,1,Don't Know,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5555555555555554,2.0
412.36163,1,Don't Know,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.6666666666666667,2.4285714285714284,2.5555555555555554,1.2222222222222223
206.62833,1,University or Higher,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.7777777777777777,2.857142857142857,1.6666666666666667,1.5555555555555556
368.97922,1,Don't Know,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.8888888888888888,1.0
518.91164,1,Don't Know,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.111111111111111,2.5714285714285716,2.6666666666666665,3.111111111111111
436.63223,1,University or Higher,2.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.3333333333333335,2.142857142857143,3.0,3.0
533.58245,1,Don't Know,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.7777777777777777,2.857142857142857,2.4444444444444446,2.4444444444444446
430.99463,1,University or Higher,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.6666666666666667,3.2857142857142856,2.7777777777777777,1.5555555555555556
340.65713,1,University or Higher,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.3333333333333335,1.2222222222222223
500.11907,1,University or Higher,3.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.3333333333333335,3.5714285714285716,3.0,3.6666666666666665
510.27573,1,Don't Know,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.2222222222222223,3.0,2.888888888888889,2.6666666666666665
368.82354,0,Secondary or lower,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,2.111111111111111,2.4285714285714284,2.6666666666666665,2.5555555555555554
435.11181,0,Secondary or lower,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2222222222222223,4.0,4.0,4.0
335.00494,0,University or Higher,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.111111111111111,4.0,2.6666666666666665,3.0
